ticker,sirket_adi,float_amount_tl,float_pct,odenmis_sermaye_tl,shares_outstanding,float_shares,update_date
KGYO,KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,218498216.81,0.2184,1000449710.6684982,1000449710.6684982,218498216.81,2026-05-10
KORDS,KORDSA TEKNİK TEKSTİL A.Ş.,55666296.77,0.2861,194569370.04543865,194569370.04543865,55666296.77,2026-05-10
KRPLS,KOROPLAST TEMİZLİK AMBALAJ ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,78461120.73,0.4493,174629692.25461832,174629692.25461832,78461120.73,2026-05-10
KOTON,KOTON MAĞAZACILIK TEKSTİL SANAYİ VE TİCARET A.Ş.,109255092.77,0.1316,830205872.112462,830205872.112462,109255092.77,2026-05-10
KOPOL,KOZA POLYESTER SANAYİ VE TİCARET A.Ş.,266198510.82,0.2052,1297263697.9532163,1297263697.9532163,266198510.82,2026-05-10
KRGYO,KÖRFEZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,255299589.07,0.2578,990300966.13654,990300966.13654,255299589.07,2026-05-10
KRSTL,KRİSTAL KOLA VE MEŞRUBAT SANAYİ TİCARET A.Ş.,171670115.26,0.8941,192003260.5525109,192003260.5525109,171670115.26,2026-05-10
KRONT,KRON TEKNOLOJİ A.Ş.,111592039.15,0.6517,171232222.11140096,171232222.11140096,111592039.14999999,2026-05-10
KSTUR,KUŞTUR KUŞADASI TURİZM ENDÜSTRİSİ A.Ş.,516503.89,0.1216,4247564.884868422,4247564.884868422,516503.8900000001,2026-05-10
KUVVA,KUVVA GIDA TİCARET VE SANAYİ YATIRIMLARI A.Ş.,24164630.65,0.7784,31043975.655190133,31043975.655190133,24164630.65,2026-05-10
KUYAS,KUYAŞ YATIRIM A.Ş.,398921265.39,0.9973,400001268.8158027,400001268.8158027,398921265.39,2026-05-10
KBORU,KUZEY BORU A.Ş.,143928587.82,0.2398,600202618.0984153,600202618.0984153,143928587.82,2026-05-10
KZGYO,KUZUGRUP GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,49957236.08,0.2497,200069027.1525831,200069027.1525831,49957236.08,2026-05-10
KUTPO,KÜTAHYA PORSELEN SANAYİ A.Ş.,10302845.95,0.2581,39918039.32584269,39918039.32584269,10302845.95,2026-05-10
KTSKR,KÜTAHYA ŞEKER FABRİKASI A.Ş.,14638349.39,0.3182,46003612.16216217,46003612.16216217,14638349.390000002,2026-05-10
LIDER,LDR TURİZM A.Ş.,254997721.12,0.0309,8252353434.304207,8252353434.304207,254997721.12,2026-05-10
LIDFA,LİDER FAKTORİNG A.Ş.,447930341.05,0.4113,1089059910.162898,1089059910.162898,447930341.04999995,2026-05-10
LILAK,LİLA KAĞIT SANAYİ VE TİCARET A.Ş.,259891168.28,0.4404,590125268.5740236,590125268.5740236,259891168.28,2026-05-10
LMKDC,LİMAK DOĞU ANADOLU ÇİMENTO SANAYİ VE TİCARET A.Ş.,138275495.16,0.2678,516338667.51306945,516338667.51306945,138275495.16,2026-05-10
LINK,LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş.,565256194.2,0.6338,891852625.7494478,891852625.7494478,565256194.2,2026-05-10
LOGO,LOGO YAZILIM SANAYİ VE TİCARET A.Ş.,61262679.33,0.6448,95010358.76240695,95010358.76240695,61262679.330000006,2026-05-10
LKMNH,LOKMAN HEKİM ENGÜRÜSAĞ SAĞLIK TURİZM EĞİTİM HİZMETLERİ VE İNŞAAT TAAHHÜT A.Ş.,154506490.88,0.7153,216002363.87529707,216002363.87529707,154506490.88,2026-05-10
LRSHO,LORAS HOLDİNG A.Ş.,646440116.39,0.8417,768017246.5130093,768017246.5130093,646440116.39,2026-05-10
LXGYO,LUXERA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,119854175.15,0.3631,330085858.3034977,330085858.3034977,119854175.14999999,2026-05-10
LUKSK,LÜKS KADİFE TİCARET VE SANAYİİ A.Ş.,4748097.95,0.1695,28012377.286135692,28012377.286135692,4748097.95,2026-05-10
LYDHO,LYDİA HOLDİNG A.Ş.,60048387.4,0.1705,352189955.4252199,352189955.4252199,60048387.4,2026-05-10
LYDYE,LYDİA YEŞİL ENERJİ KAYNAKLARI A.Ş.,618338.0,0.3269,1891520.3426124195,1891520.3426124195,618338.0,2026-05-10
MACKO,MACKOLİK İNTERNET HİZMETLERİ TİCARET A.Ş.,30773347.29,0.3077,100010878.4205395,100010878.4205395,30773347.290000003,2026-05-10
MAKIM,MAKİM MAKİNA TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.,42556475.06,0.3799,112020202.84285338,112020202.84285338,42556475.06,2026-05-10
MAKTK,MAKİNA TAKIM ENDÜSTRİSİ A.Ş.,104511386.37,0.5225,200021792.0956938,200021792.0956938,104511386.37,2026-05-10
MANAS,MANAS ENERJİ YÖNETİMİ SANAYİ VE TİCARET A.Ş.,306910784.31,0.0927,3310795947.249191,3310795947.249191,306910784.31,2026-05-10
MAGEN,MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET A.Ş.,719479244.37,0.2438,2951104365.7506156,2951104365.7506156,719479244.37,2026-05-10
MARKA,MARKA YATIRIM HOLDİNG A.Ş.,20767612.98,0.9894,20990108.126137055,20990108.126137055,20767612.98,2026-05-10
MARMR,MARMARA HOLDİNG A.Ş.,955727329.95,0.3168,3016816066.7613635,3016816066.7613635,955727329.95,2026-05-10
MAALT,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.,1638523.12,0.1896,8641999.578059074,8641999.578059074,1638523.1200000003,2026-05-10
MRSHL,MARSHALL BOYA VE VERNİK SANAYİİ A.Ş.,701328.61,0.0637,11009868.288854001,11009868.288854001,701328.61,2026-05-10
MRGYO,MARTI GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,1653638550.9,0.6889,2400404341.559007,2400404341.559007,1653638550.8999999,2026-05-10
MARTI,MARTI OTEL İŞLETMELERİ A.Ş.,1056273915.28,0.7041,1500175991.0240023,1500175991.0240023,1056273915.28,2026-05-10
MTRKS,MATRİKS FİNANSAL TEKNOLOJİLER A.Ş.,40177941.28,0.3997,100520243.3825369,100520243.3825369,40177941.28,2026-05-10
MAVI,MAVİ GİYİM SANAYİ VE TİCARET A.Ş.,576624337.01,0.7257,794576735.5794405,794576735.5794405,576624337.01,2026-05-10
MZHLD,MAZHAR ZORLU HOLDİNG A.Ş.,72071116.67,0.6638,108573541.2322989,108573541.2322989,72071116.67,2026-05-10
MEDTR,MEDİTERA TIBBİ MALZEME SANAYİ VE TİCARET A.Ş.,24495979.98,0.2058,119028085.42274052,119028085.42274052,24495979.98,2026-05-10
MEGMT,MEGA METAL SANAYİ VE TİCARET A.Ş.,85709289.32,0.3234,265025631.78726032,265025631.78726032,85709289.32,2026-05-10
MEGAP,MEGA POLİETİLEN KÖPÜK SANAYİ VE TİCARET A.Ş.,231685842.59,0.8424,275030677.33855647,275030677.33855647,231685842.58999997,2026-05-10
MEKAG,MEKA GLOBAL MAKİNE İMALAT SANAYİ VE TİCARET A.Ş.,295163192.71,0.3689,800117085.1450257,800117085.1450257,295163192.71,2026-05-10
MNDRS,MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.,137365276.68,0.4953,277337526.10539067,277337526.10539067,137365276.68,2026-05-10
MEPET,MEPET METRO PETROL VE TESİSLERİ SANAYİ TİCARET A.Ş.,38060318.8,0.5051,75352046.7234211,75352046.7234211,38060318.8,2026-05-10
MERCN,MERCAN KİMYA SANAYİ VE TİCARET A.Ş.,74262051.07,0.0039,19041551556.410255,19041551556.410255,74262051.07,2026-05-10
MERIT,MERİT TURİZM YATIRIM VE İŞLETME A.Ş.,90891994.58,0.0027,33663701696.296295,33663701696.296295,90891994.58,2026-05-10
MERKO,MERKO GIDA SANAYİ VE TİCARET A.Ş.,693558279.18,0.8159,850053044.7113616,850053044.7113616,693558279.18,2026-05-10
METRO,METRO TİCARİ VE MALİ YATIRIMLAR HOLDİNG A.Ş.,324726910.58,0.6013,540041427.872942,540041427.872942,324726910.58,2026-05-10
MTRYO,METRO YATIRIM ORTAKLIĞI A.Ş.,39885233.84,0.9496,42002141.78601517,42002141.78601517,39885233.84,2026-05-10
MCARD,METROPAL KURUMSAL HİZMETLER A.Ş.,18895845.53,0.0204,926266937.745098,926266937.745098,18895845.53,2026-05-10
MEYSU,MEYSU GIDA SANAYİ VE TİCARET A.Ş.,174957582.83,0.2011,870002898.2098459,870002898.2098459,174957582.83,2026-05-10
MHRGY,MHR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,270942616.62,0.2184,1240579746.4285715,1240579746.4285715,270942616.62,2026-05-10
MIATK,MİA TEKNOLOJİ A.Ş.,306053360.35,0.6195,494032865.7788539,494032865.7788539,306053360.35,2026-05-10
MGROS,MİGROS TİCARET A.Ş.,91904513.02,0.5076,181056960.2442868,181056960.2442868,91904513.02,2026-05-10
MSGYO,MİSTRAL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,141860447.32,0.3019,469892173.964889,469892173.964889,141860447.32,2026-05-10
MPARK,MLP SAĞLIK HİZMETLERİ A.Ş.,79718151.63,0.4173,191033193.45794392,191033193.45794392,79718151.63,2026-05-10
MMCAS,MMC SANAYİ VE TİCARİ YATIRIMLAR A.Ş.,12393310.86,0.9292,13337613.925957812,13337613.925957812,12393310.86,2026-05-10
MOBTL,MOBİLTEL İLETİŞİM HİZMETLERİ SANAYİ VE TİCARET A.Ş.,206979234.95,0.2019,1025157181.5255077,1025157181.5255077,206979234.95,2026-05-10
MOGAN,MOGAN ENERJİ YATIRIM HOLDİNG A.Ş.,260878730.1,0.1069,2440399720.299345,2440399720.299345,260878730.09999996,2026-05-10
MNDTR,MONDİ TURKEY OLUKLU MUKAVVA KAĞIT VE AMBALAJ SANAYİ A.Ş.,160577791.95,0.0153,10495280519.607843,10495280519.607843,160577791.95,2026-05-10
MOPAS,MOPAŞ MARKETÇİLİK GIDA SANAYİ VE TİCARET A.Ş.,57306214.23,0.2099,273016742.4011434,273016742.4011434,57306214.23,2026-05-10
EGEPO,NASMED ÖZEL SAĞLIK HİZMETLERİ TİCARET A.Ş.,104733452.34,0.2094,500159753.29512894,500159753.29512894,104733452.34,2026-05-10
NATEN,NATUREL YENİLENEBİLİR ENERJİ TİCARET A.Ş.,371118072.5,0.4498,825073527.1231658,825073527.1231658,371118072.5,2026-05-10
NTGAZ,NATURELGAZ SANAYİ VE TİCARET A.Ş.,265088758.78,0.3841,690155581.3069513,690155581.3069513,265088758.77999997,2026-05-10
NTHOL,NET HOLDİNG A.Ş.,112886119.97,0.2257,500160035.31236154,500160035.31236154,112886119.97,2026-05-10
NETAS,NETAŞ TELEKOMÜNİKASYON A.Ş.,23936053.79,0.0369,648673544.4444444,648673544.4444444,23936053.79,2026-05-10
NETCD,NETCAD YAZILIM A.Ş.,39979424.96,0.2918,137009681.1514736,137009681.1514736,39979424.96,2026-05-10
NIBAS,NİĞBAŞ NİĞDE BETON SANAYİ VE TİCARET A.Ş.,267597986.46,0.8259,324007732.72793317,324007732.72793317,267597986.45999998,2026-05-10
NUHCM,NUH ÇİMENTO SANAYİ A.Ş.,28471523.4,0.1895,150245506.06860158,150245506.06860158,28471523.4,2026-05-10
NUGYO,NUROL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,167889376.44,0.5006,335376301.31841785,335376301.31841785,167889376.44,2026-05-10
OBAMS,OBA MAKARNACILIK SANAYİ VE TİCARET A.Ş.,750910192.1,0.0261,28770505444.444443,28770505444.444443,750910192.1,2026-05-10
OBASE,OBASE BİLGİSAYAR VE DANIŞMANLIK HİZMETLERİ TİCARET A.Ş.,15200065.04,0.0334,455091767.66467065,455091767.66467065,15200065.04,2026-05-10
ODAS,ODAŞ ELEKTRİK ÜRETİM SANAYİ TİCARET A.Ş.,1087244432.33,0.7766,1400005707.3525624,1400005707.3525624,1087244432.33,2026-05-10
ODINE,ODİNE SOLUTİONS TEKNOLOJİ TİCARET VE SANAYİ A.Ş.,32339523.51,0.2926,110524687.32057416,110524687.32057416,32339523.51,2026-05-10
OFSYM,OFİS YEM GIDA SANAYİ TİCARET A.Ş.,22730808.41,0.1554,146272898.39124838,146272898.39124838,22730808.41,2026-05-10
ONCSM,ONCOSEM ONKOLOJİK SİSTEMLER SANAYİ VE TİCARET A.Ş.,8651195.33,0.3627,23852206.58946788,23852206.58946788,8651195.33,2026-05-10
ONRYT,ONUR YÜKSEK TEKNOLOJİ A.Ş.,21918613.39,0.3488,62840061.324541286,62840061.324541286,21918613.39,2026-05-10
ORCAY,ORÇAY ORTAKÖY ÇAY SANAYİ VE TİCARET A.Ş.,151072676.02,0.6294,240026495.10645062,240026495.10645062,151072676.02,2026-05-10
ORGE,ORGE ENERJİ ELEKTRİK TAAHHÜT A.Ş.,41812938.97,0.5226,80009450.76540376,80009450.76540376,41812938.970000006,2026-05-10
ORMA,ORMA ORMAN MAHSÜLLERİ İNTEGRE SANAYİ VE TİCARET A.Ş.,3622258.84,0.1331,27214566.7918858,27214566.7918858,3622258.84,2026-05-10
OSMEN,OSMANLI YATIRIM MENKUL DEĞERLER A.Ş.,129696957.44,0.3231,401414291.0554008,401414291.0554008,129696957.44,2026-05-10
OSTIM,OSTİM ENDÜSTRİYEL YATIRIMLAR VE İŞLETME A.Ş.,499854935.21,0.8472,590008186.036355,590008186.036355,499854935.2099999,2026-05-10
OTKAR,OTOKAR OTOMOTİV VE SAVUNMA SANAYİ A.Ş.,32614494.06,0.2717,120038623.70261317,120038623.70261317,32614494.06,2026-05-10
OTTO,OTTO HOLDİNG A.Ş.,4637060.19,0.6073,7635534.645150668,7635534.645150668,4637060.19,2026-05-10
OYAKC,OYAK ÇİMENTO FABRİKALARI A.Ş.,968704532.75,0.1992,4862974561.9979925,4862974561.9979925,968704532.75,2026-05-10
OYYAT,OYAK YATIRIM MENKUL DEĞERLER A.Ş.,91047456.18,0.3034,300090494.99011207,300090494.99011207,91047456.18,2026-05-10
OYAYO,OYAK YATIRIM ORTAKLIĞI A.Ş.,10532539.54,0.5266,20001024.572730724,20001024.572730724,10532539.54,2026-05-10
OYLUM,OYLUM SINAİ YATIRIMLAR A.Ş.,66222851.51,0.0779,850100789.6020539,850100789.6020539,66222851.51,2026-05-10
OZKGY,ÖZAK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,363847413.17,0.2498,1456554896.5972779,1456554896.5972779,363847413.17,2026-05-10
OZATD,ÖZATA DENİZCİLİK SANAYİ VE TİCARET A.Ş.,15922663.99,0.2231,71370076.15419094,71370076.15419094,15922663.989999998,2026-05-10
OZGYO,ÖZDERİCİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,338845150.23,0.3388,1000133265.1416765,1000133265.1416765,338845150.23,2026-05-10
OZRDN,ÖZERDEN AMBALAJ SANAYİ A.Ş.,39646048.92,0.5394,73500276.08453839,73500276.08453839,39646048.92,2026-05-10
OZSUB,ÖZSU BALIK ÜRETİM A.Ş.,42238209.32,0.3519,120029011.9920432,120029011.9920432,42238209.32,2026-05-10
OZYSR,ÖZYAŞAR TEL VE GALVANİZLEME SANAYİ A.Ş.,113725370.52,0.2687,423242912.2441384,423242912.2441384,113725370.52,2026-05-10
PAMEL,PAMEL YENİLENEBİLİR ELEKTRİK ÜRETİM A.Ş.,7424549.89,0.2387,31104105.111018013,31104105.111018013,7424549.89,2026-05-10
PNLSN,PANELSAN ÇATI CEPHE SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,20981374.58,0.2797,75013852.62781551,75013852.62781551,20981374.58,2026-05-10
PAGYO,PANORA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,32858852.37,0.3776,87020265.81038137,87020265.81038137,32858852.370000005,2026-05-10
PAPIL,PAPİLON SAVUNMA TEKNOLOJİ VE TİCARET A.Ş.,206011842.72,0.9988,206259353.94473368,206259353.94473368,206011842.72,2026-05-10
PRDGS,PARDUS GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,110806982.52,0.5653,196014474.65062797,196014474.65062797,110806982.52,2026-05-10
PRKME,PARK ELEKTRİK ÜRETİM MADENCİLİK SANAYİ VE TİCARET A.Ş.,46839288.13,0.3146,148885213.38207248,148885213.38207248,46839288.13,2026-05-10
PARSN,PARSAN MAKİNA PARÇALARI SANAYİİ A.Ş.,24752680.9,0.2852,86790606.24123421,86790606.24123421,24752680.9,2026-05-10
PASEU,PASİFİK EURASİA LOJİSTİK DIŞ TİCARET A.Ş.,282168049.37,0.4198,672148759.8141972,672148759.8141972,282168049.37,2026-05-10
PSGYO,PASİFİK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,2952710355.23,0.4278,6902081241.771856,6902081241.771856,2952710355.23,2026-05-10
PAHOL,PASİFİK HOLDİNG A.Ş.,3998665766.42,0.1999,20003330497.348675,20003330497.348675,3998665766.42,2026-05-10
PATEK,PASİFİK TEKNOLOJİ A.Ş.,292894359.17,0.4339,675027331.5740955,675027331.5740955,292894359.17,2026-05-10
PCILT,PC İLETİŞİM VE MEDYA HİZMETLERİ SANAYİ TİCARET A.Ş.,44629407.0,0.0377,1183803899.2042441,1183803899.2042441,44629407.0,2026-05-10
PGSUS,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,231439461.94,0.4628,500085267.80466723,500085267.80466723,231439461.94,2026-05-10
PEKGY,PEKER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,3968604228.69,0.7937,5000131320.00756,5000131320.00756,3968604228.69,2026-05-10
PENGD,PENGUEN GIDA SANAYİ A.Ş.,134307263.78,0.7674,175015980.9486578,175015980.9486578,134307263.78,2026-05-10
PENTA,PENTA TEKNOLOJİ ÜRÜNLERİ DAĞITIM TİCARET A.Ş.,160630931.09,0.4081,393606790.22298455,393606790.22298455,160630931.09,2026-05-10
PSDTC,PERGAMON STATUS DIŞ TİCARET A.Ş.,5465662.08,0.7361,7425162.450753974,7425162.450753974,5465662.08,2026-05-10
PETKM,PETKİM PETROKİMYA HOLDİNG A.Ş.,1217347047.61,0.4803,2534555585.280033,2534555585.280033,1217347047.61,2026-05-10
PKENT,PETROKENT TURİZM A.Ş.,8117514.95,0.3262,24885085.683629677,24885085.683629677,8117514.95,2026-05-10
PETUN,PINAR ENTEGRE ET VE UN SANAYİİ A.Ş.,100342681.12,0.3307,303425101.6631388,303425101.6631388,100342681.12,2026-05-10
PINSU,PINAR SU VE İÇECEK SANAYİ VE TİCARET A.Ş.,98319743.48,0.3458,284325458.2995952,284325458.2995952,98319743.48,2026-05-10
PNSUT,PINAR SÜT MAMÜLLERİ SANAYİİ A.Ş.,118613917.41,0.3769,314709252.87874764,314709252.87874764,118613917.41,2026-05-10
PKART,PLASTİKKART AKILLI KART İLETİŞİM SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,7657908.43,0.3366,22750767.765894234,22750767.765894234,7657908.43,2026-05-10
PLTUR,PLATFORM TURİZM TAŞIMACILIK GIDA İNŞAAT TEMİZLİK HİZMETLERİ SANAYİ VE TİCARET A.Ş.,49486055.09,0.2021,244859253.29045027,244859253.29045027,49486055.09,2026-05-10
POLHO,POLİSAN HOLDİNG A.Ş.,164047787.47,0.2162,758777925.3931545,758777925.3931545,164047787.47,2026-05-10
POLTK,POLİTEKNİK METAL SANAYİ VE TİCARET A.Ş.,739663.89,0.1972,3750831.085192698,3750831.085192698,739663.89,2026-05-10
PRZMA,PRİZMA PRES MATBAACILIK YAYINCILIK SANAYİ VE TİCARET A.Ş.,55473111.18,0.7162,77454776.8500419,77454776.8500419,55473111.18,2026-05-10
QNBTR,QNB BANK A.Ş.,6685887.02,0.0012,5571572516.666667,5571572516.666667,6685887.02,2026-05-10
QNBFK,QNB FİNANSAL KİRALAMA A.Ş.,14964895.48,0.0059,2536422962.7118645,2536422962.7118645,14964895.48,2026-05-10
QUAGR,QUA GRANITE HAYAL YAPI VE ÜRÜNLERİ SANAYİ TİCARET A.Ş.,1451577541.73,0.5498,2640191963.859586,2640191963.859586,1451577541.73,2026-05-10
RNPOL,RAİNBOW POLİKARBONAT SANAYİ TİCARET A.Ş.,335297355.77,0.5588,600031059.0014317,600031059.0014317,335297355.77000004,2026-05-10
RALYH,RAL YATIRIM HOLDİNG A.Ş.,135928682.44,0.4081,333076898.8973291,333076898.8973291,135928682.44,2026-05-10
RAYSG,RAY SİGORTA A.Ş.,8968770.47,0.0549,163365582.33151186,163365582.33151186,8968770.47,2026-05-10
REEDR,REEDER TEKNOLOJİ SANAYİ VE TİCARET A.Ş.,587494241.79,0.6184,950023030.0614489,950023030.0614489,587494241.79,2026-05-10
RYGYO,REYSAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,580532550.67,0.2902,2000456756.2715366,2000456756.2715366,580532550.67,2026-05-10
RYSAS,REYSAŞ TAŞIMACILIK VE LOJİSTİK TİCARET A.Ş.,631979776.59,0.3159,2000569093.3523266,2000569093.3523266,631979776.59,2026-05-10
RODRG,RODRİGO TEKSTİL SANAYİ VE TİCARET A.Ş.,16645208.12,0.5873,28341917.452749867,28341917.452749867,16645208.119999997,2026-05-10
RGYAS,RÖNESANS GAYRİMENKUL YATIRIM A.Ş.,52496347.62,0.1585,331207240.50473183,331207240.50473183,52496347.62,2026-05-10
RTALB,RTA LABORATUVARLARI BİYOLOJİK ÜRÜNLER İLAÇ VE MAKİNE SANAYİ TİCARET A.Ş.,422902065.85,0.8458,500002442.4804919,500002442.4804919,422902065.85,2026-05-10
RUBNS,RUBENİS TEKSTİL SANAYİ TİCARET A.Ş.,33744330.59,0.4117,81963397.1095458,81963397.1095458,33744330.59,2026-05-10
RUZYE,RUZY MADENCİLİK VE ENERJİ YATIRIMLARI SANAYİ VE TİCARET A.Ş.,205493633.96,0.7472,275018246.7344754,275018246.7344754,205493633.95999998,2026-05-10
SAFKR,SAFKAR EGE SOĞUTMACILIK KLİMA SOĞUK HAVA TESİSLERİ İHRACAT İTHALAT SANAYİ VE TİCARET A.Ş.,133601754.41,0.0668,2000026263.6227546,2000026263.6227546,133601754.41,2026-05-10
SANEL,SAN-EL MÜHENDİSLİK ELEKTRİK TAAHHÜT SANAYİ VE TİCARET A.Ş.,14884523.73,0.8153,18256499.116889488,18256499.116889488,14884523.73,2026-05-10
SNICA,SANİCA ISI SANAYİ A.Ş.,321416575.68,0.5356,600105630.4705005,600105630.4705005,321416575.68,2026-05-10
SANFM,SANİFOAM ENDÜSTRİ VE TÜKETİM ÜRÜNLERİ SANAYİ TİCARET A.Ş.,223823921.1,0.5968,375040082.272118,375040082.272118,223823921.1,2026-05-10
SANKO,SANKO PAZARLAMA İTHALAT İHRACAT A.Ş.,20225641.29,0.1348,150041849.3323442,150041849.3323442,20225641.29,2026-05-10
SAMAT,SARAY MATBAACILIK KAĞITÇILIK KIRTASİYECİLİK TİCARET VE SANAYİ A.Ş.,99860334.48,0.8884,112404698.87438092,112404698.87438092,99860334.48,2026-05-10
SARKY,SARKUYSAN ELEKTROLİTİK BAKIR SANAYİ VE TİCARET A.Ş.,849319962.51,0.8493,1000023504.6626633,1000023504.6626633,849319962.51,2026-05-10
SASA,SASA POLYESTER SANAYİ A.Ş.,21212169897.73,0.4841,43817744056.45528,43817744056.45528,21212169897.73,2026-05-10
SVGYO,SAVUR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,295347600.75,0.2727,1083049507.7007701,1083049507.7007701,295347600.75,2026-05-10
SAYAS,SAY YENİLENEBİLİR ENERJİ EKİPMANLARI SANAYİ VE TİCARET A.Ş.,42212081.43,0.5464,77254907.44875549,77254907.44875549,42212081.43,2026-05-10
SDTTR,SDT UZAY VE SAVUNMA TEKNOLOJİLERİ A.Ş.,15984100.61,0.2755,58018514.010889284,58018514.010889284,15984100.61,2026-05-10
SEGMN,SEĞMEN KARDEŞLER GIDA ÜRETİM VE AMBALAJ SANAYİ A.Ş.,47255361.13,0.2639,179065407.84388027,179065407.84388027,47255361.13,2026-05-10
SEKUR,SEKURO PLASTİK AMBALAJ SANAYİ A.Ş.,131059093.77,0.6984,187656205.28350514,187656205.28350514,131059093.77,2026-05-10
SELEC,SELÇUK ECZA DEPOSU TİCARET VE SANAYİ A.Ş.,92579374.07,0.0149,6213380810.067114,6213380810.067114,92579374.07,2026-05-10
SELVA,SELVA GIDA SANAYİ A.Ş.,774017100.65,0.0735,10530844906.802721,10530844906.802721,774017100.65,2026-05-10
SERNT,SERANİT GRANİT SERAMİK SANAYİ VE TİCARET A.Ş.,112469674.59,0.2723,413035896.40102834,413035896.40102834,112469674.59,2026-05-10
SRVGY,SERVET GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,797779048.46,0.2454,3250933367.807661,3250933367.807661,797779048.46,2026-05-10
SEYKM,SEYİTLER KİMYA SANAYİ A.Ş.,150772481.95,0.7538,200016558.7025736,200016558.7025736,150772481.95,2026-05-10
SILVR,SİLVERLİNE ENDÜSTRİ VE TİCARET A.Ş.,199484733.71,0.5699,350034626.6187051,350034626.6187051,199484733.71,2026-05-10
SNGYO,SİNPAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,2366526779.61,0.5916,4000214299.5436106,4000214299.5436106,2366526779.61,2026-05-10
SKYLP,SKYALP FİNANSAL TEKNOLOJİLER VE DANIŞMANLIK A.Ş.,4986532.66,0.5248,9501777.172256097,9501777.172256097,4986532.66,2026-05-10
SMRTG,SMART GÜNEŞ ENERJİSİ TEKNOLOJİLERİ ARAŞTIRMA GELİŞTİRME ÜRETİM SANAYİ VE TİCARET A.Ş.,663917262.45,0.3652,1817955264.101862,1817955264.101862,663917262.45,2026-05-10
SMART,SMARTİKS YAZILIM A.Ş.,29653116.6,0.9306,31864513.8620245,31864513.8620245,29653116.6,2026-05-10
SODSN,SODAŞ SODYUM SANAYİİ A.Ş.,42877942.38,0.3573,120005436.27204031,120005436.27204031,42877942.38,2026-05-10
SOKE,SÖKE DEĞİRMENCİLİK SANAYİ VE TİCARET A.Ş.,94587723.06,0.2447,386545660.23702496,386545660.23702496,94587723.06,2026-05-10
SKTAS,SÖKTAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,299487899.61,0.5989,500063282.03372854,500063282.03372854,299487899.61,2026-05-10
SONME,SÖNMEZ FİLAMENT SENTETİK İPLİK VE ELYAF SANAYİ A.Ş.,3976240.04,0.0537,74045438.3612663,74045438.3612663,3976240.04,2026-05-10
SNPAM,SÖNMEZ PAMUKLU SANAYİİ A.Ş.,10744773.54,0.0413,260164008.23244548,260164008.23244548,10744773.54,2026-05-10
SNPAM,SÖNMEZ PAMUKLU SANAYİİ A.Ş.,16105136.13,0.0412,390901362.3786408,390901362.3786408,16105136.13,2026-05-10
SUMAS,SUMAŞ SUNİ TAHTA VE MOBİLYA SANAYİİ A.Ş.,1595774.39,0.2563,6226197.385875927,6226197.385875927,1595774.39,2026-05-10
SUNTK,SUN TEKSTİL SANAYİ VE TİCARET A.Ş.,145272434.46,0.0306,4747465178.431373,4747465178.431373,145272434.46,2026-05-10
SURGY,SUR TATİL EVLERİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,44986653.51,0.2685,167548057.7653631,167548057.7653631,44986653.51,2026-05-10
SUWEN,SUWEN TEKSTİL SANAYİ PAZARLAMA A.Ş.,362936052.99,0.6481,560000081.7620738,560000081.7620738,362936052.99,2026-05-10
SMRVA,SÜMER VARLIK YÖNETİM A.Ş.,159869861.69,0.2664,600112093.4309309,600112093.4309309,159869861.69,2026-05-10
SEKFK,ŞEKER FİNANSAL KİRALAMA A.Ş.,51000442.71,0.0051,10000086805.882353,10000086805.882353,51000442.71,2026-05-10
