ticker,sirket_adi,float_amount_tl,float_pct,odenmis_sermaye_tl,shares_outstanding,float_shares,update_date
DOGUB,DOĞUSAN BORU SANAYİ VE TİCARET A.Ş.,17101993.92,0.4385,39001126.385404795,39001126.385404795,17101993.92,2026-05-08
DGGYO,DOĞUŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,18464240.89,0.0556,332090663.48920864,332090663.48920864,18464240.89,2026-05-08
DOAS,DOĞUŞ OTOMOTİV SERVİS VE TİCARET A.Ş.,86819607.68,0.3946,220019279.47288394,220019279.47288394,86819607.68,2026-05-08
DOKTA,DÖKTAŞ DÖKÜMCÜLÜK TİCARET VE SANAYİ A.Ş.,32013781.19,0.0988,324026125.4048583,324026125.4048583,32013781.189999998,2026-05-08
DURDO,DURAN DOĞAN BASIM VE AMBALAJ SANAYİ A.Ş.,167145306.74,0.3342,500135567.74386597,500135567.74386597,167145306.74,2026-05-08
DURKN,DURUKAN ŞEKERLEME SANAYİ VE TİCARET A.Ş.,42427456.64,0.3202,132502987.63272955,132502987.63272955,42427456.64,2026-05-08
DUNYH,DÜNYA HOLDİNG A.Ş.,21707617.44,0.5909,36736533.15281774,36736533.15281774,21707617.44,2026-05-08
DYOBY,DYO BOYA FABRİKALARI SANAYİ VE TİCARET A.Ş.,75792025.7,0.2526,300047607.6801267,300047607.6801267,75792025.7,2026-05-08
EBEBK,EBEBEK MAĞAZACILIK A.Ş.,36477450.49,0.2279,160059019.26283458,160059019.26283458,36477450.49,2026-05-08
ECOGR,ECOGREEN ENERJİ HOLDİNG A.Ş.,109864395.09,0.2034,540139602.2123893,540139602.2123893,109864395.08999999,2026-05-08
ECZYT,ECZACIBAŞI YATIRIM HOLDİNG ORTAKLIĞI A.Ş.,19260857.01,0.1834,105021030.58887678,105021030.58887678,19260857.01,2026-05-08
EDATA,E-DATA TEKNOLOJİ PAZARLAMA A.Ş.,145263535.3,0.3611,402280629.46552205,402280629.46552205,145263535.3,2026-05-08
EDIP,EDİP GAYRİMENKUL YATIRIM SANAYİ VE TİCARET A.Ş.,31101323.67,0.4784,65011128.07274248,65011128.07274248,31101323.67,2026-05-08
EFOR,EFOR YATIRIM SANAYİ TİCARET A.Ş.,670603918.19,0.3078,2178700189.051332,2178700189.051332,670603918.19,2026-05-08
EGEEN,EGE ENDÜSTRİ VE TİCARET A.Ş.,1128029.76,0.3581,3150041.2175370012,3150041.2175370012,1128029.76,2026-05-08
EGGUB,EGE GÜBRE SANAYİİ A.Ş.,45469230.67,0.4546,100020305.03739552,100020305.03739552,45469230.67,2026-05-08
EGPRO,EGE PROFİL TİCARET VE SANAYİ A.Ş.,71512631.43,0.1312,545065788.3384147,545065788.3384147,71512631.43,2026-05-08
EGSER,EGE SERAMİK SANAYİ VE TİCARET A.Ş.,247176051.35,0.3433,720000149.5776289,720000149.5776289,247176051.35,2026-05-08
EPLAS,EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.,136555235.58,0.7163,190639725.7852855,190639725.7852855,136555235.58,2026-05-08
EGEGY,EGEYAPI AVRUPA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,69128922.76,0.3456,200025818.1712963,200025818.1712963,69128922.76,2026-05-08
ECILC,EİS ECZACIBAŞI İLAÇ SINAİ VE FİNANSAL YATIRIMLAR SANAYİ VE TİCARET A.Ş.,150892569.59,0.2201,685563696.4561564,685563696.4561564,150892569.59,2026-05-08
EKIZ,EKİZ KİMYA SANAYİ VE TİCARET A.Ş.,5817654.98,0.6266,9284479.699968081,9284479.699968081,5817654.9799999995,2026-05-08
EKOS,EKOS TEKNOLOJİ VE ELEKTRİK A.Ş.,306844350.85,0.2739,1120278754.4724355,1120278754.4724355,306844350.85,2026-05-08
EKSUN,EKSUN GIDA TARIM SANAYİ VE TİCARET A.Ş.,163499980.05,0.2724,600220191.0792953,600220191.0792953,163499980.05,2026-05-08
ELITE,ELİTE NATUREL ORGANİK GIDA SANAYİ VE TİCARET A.Ş.,40562283.45,0.3129,129633376.31831257,129633376.31831257,40562283.45,2026-05-08
EMKEL,EMEK ELEKTRİK ENDÜSTRİSİ A.Ş.,116809643.92,0.7787,150005963.6830615,150005963.6830615,116809643.91999999,2026-05-08
EMNIS,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş.,2109753.77,0.3402,6201510.199882423,6201510.199882423,2109753.77,2026-05-08
EKGYO,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,1837150500.6,0.4834,3800476832.023169,3800476832.023169,1837150500.6,2026-05-08
EMPAE,EMPA ELEKTRONİK SANAYİ VE TİCARET A.Ş.,37993039.13,0.2234,170067319.29274845,170067319.29274845,37993039.13,2026-05-08
ENDAE,ENDA ENERJİ HOLDİNG A.Ş.,122116040.94,0.2793,437221772.07303977,437221772.07303977,122116040.94,2026-05-08
ENJSA,ENERJİSA ENERJİ A.Ş.,236087551.91,0.1998,1181619378.9289289,1181619378.9289289,236087551.91,2026-05-08
ENERY,ENERYA ENERJİ A.Ş.,1842306373.34,0.2047,9000031135.026869,9000031135.026869,1842306373.34,2026-05-08
ENKAI,ENKA İNŞAAT VE SANAYİ A.Ş.,495681854.15,0.0826,6000990970.338983,6000990970.338983,495681854.15,2026-05-08
ENPRA,ENPARA BANK A.Ş.,15205884.34,0.0012,12671570283.333334,12671570283.333334,15205884.34,2026-05-08
ENSRI,ENSARİ SINAİ YATIRIMLAR A.Ş.,134652092.24,0.2466,546034437.3073804,546034437.3073804,134652092.24,2026-05-08
ERBOS,ERBOSAN ERCİYAS BORU SANAYİ VE TİCARET A.Ş.,11619559.89,0.5809,20002685.29867447,20002685.29867447,11619559.89,2026-05-08
ERCB,ERCİYAS ÇELİK BORU SANAYİ A.Ş.,35541647.11,0.0457,777716566.9584246,777716566.9584246,35541647.11,2026-05-08
EREGL,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş.,3311862330.39,0.4731,7000343120.672162,7000343120.672162,3311862330.39,2026-05-08
KIMMR,ERSAN ALIŞVERİŞ HİZMETLERİ VE GIDA SANAYİ TİCARET A.Ş.,64981146.71,0.2707,240048565.60768378,240048565.60768378,64981146.71,2026-05-08
ERSU,ERSU MEYVE VE GIDA SANAYİ A.Ş.,23548964.83,0.6541,36002086.576975994,36002086.576975994,23548964.83,2026-05-08
ESCAR,ESCAR FİLO KİRALAMA HİZMETLERİ A.Ş.,101927003.11,0.2038,500132498.08635914,500132498.08635914,101927003.11,2026-05-08
ESCOM,ESCORT TEKNOLOJİ YATIRIM A.Ş.,465612543.45,0.6605,704939505.6018168,704939505.6018168,465612543.45,2026-05-08
ESEN,ESENBOĞA ELEKTRİK ÜRETİM A.Ş.,818704773.5,0.4498,1820152897.9546466,1820152897.9546466,818704773.5,2026-05-08
ETILR,ETİLER GIDA VE TİCARİ YATIRIMLAR SANAYİ VE TİCARET A.Ş.,149019186.27,0.6209,240005131.6959253,240005131.6959253,149019186.27,2026-05-08
EUKYO,EURO KAPİTAL YATIRIM ORTAKLIĞI A.Ş.,59659695.4,0.9943,60001705.11917932,60001705.11917932,59659695.4,2026-05-08
EUYO,EURO MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,58626629.07,0.9771,60000643.813325144,60000643.813325144,58626629.07,2026-05-08
ETYAT,EURO TREND YATIRIM ORTAKLIĞI A.Ş.,52141690.53,0.0869,600019453.739931,600019453.739931,52141690.53000001,2026-05-08
EUHOL,EURO YATIRIM HOLDİNG A.Ş.,132661721.27,0.8844,150001946.2573496,150001946.2573496,132661721.27,2026-05-08
TEZOL,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş.,124821835.01,0.2496,500087480.0080129,500087480.0080129,124821835.01,2026-05-08
EUREN,EUROPEN ENDÜSTRİ İNŞAAT SANAYİ VE TİCARET A.Ş.,1038913874.7,0.4947,2100088689.5087934,2100088689.5087934,1038913874.7,2026-05-08
EUPWR,EUROPOWER ENERJİ VE OTOMASYON TEKNOLOJİLERİ SANAYİ TİCARET A.Ş.,199379261.13,0.0302,6601962289.072847,6601962289.072847,199379261.13,2026-05-08
EYGYO,EYG GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,248396851.37,0.3548,700103865.1916573,700103865.1916573,248396851.37,2026-05-08
FADE,FADE GIDA YATIRIM SANAYİ TİCARET A.Ş.,41708132.66,0.4971,83902902.1524844,83902902.1524844,41708132.66,2026-05-08
FMIZP,FEDERAL MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A.Ş.,3164300.42,0.2216,14279334.025270758,14279334.025270758,3164300.42,2026-05-08
FENER,FENERBAHÇE FUTBOL A.Ş.,2351784248.31,0.3762,6251420117.783094,6251420117.783094,2351784248.31,2026-05-08
FLAP,FLAP KONGRE TOPLANTI HİZMETLERİ OTOMOTİV VE TURİZM A.Ş.,69855026.09,0.7451,93752551.45618038,93752551.45618038,69855026.09,2026-05-08
FONET,FONET BİLGİ TEKNOLOJİLERİ A.Ş.,576773936.48,0.6162,936017423.693606,936017423.693606,576773936.48,2026-05-08
FROTO,FORD OTOMOTİV SANAYİ A.Ş.,622570372.14,0.1774,3509415851.9729424,3509415851.9729424,622570372.14,2026-05-08
FORMT,FORMET METAL VE CAM SANAYİ A.Ş.,1028199946.88,0.9014,1140670009.8513424,1140670009.8513424,1028199946.88,2026-05-08
FRMPL,FORMÜL PLASTİK VE METAL SANAYİ A.Ş.,39993338.12,0.2499,160037367.42697078,160037367.42697078,39993338.12,2026-05-08
FORTE,FORTE BİLGİ İLETİŞİM TEKNOLOJİLERİ VE SAVUNMA SANAYİ A.Ş.,23216638.6,0.3465,67003286.00288601,67003286.00288601,23216638.6,2026-05-08
FRIGO,FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş.,253080437.92,0.8602,294211157.7772611,294211157.7772611,253080437.91999996,2026-05-08
FZLGY,FUZUL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,398346508.08,0.3186,1250302912.9943502,1250302912.9943502,398346508.08,2026-05-08
GWIND,GALATA WIND ENERJİ A.Ş.,161599802.75,0.2992,540106292.6136364,540106292.6136364,161599802.75,2026-05-08
GSRAY,GALATASARAY SPORTİF SINAİ VE TİCARİ YATIRIMLAR A.Ş.,5395459967.6,0.3996,13502152071.071072,13502152071.071072,5395459967.6,2026-05-08
GARFA,GARANTİ FAKTORİNG A.Ş.,33266757.99,0.0836,397927727.1531101,397927727.1531101,33266757.990000002,2026-05-08
GRNYO,GARANTİ YATIRIM ORTAKLIĞI A.Ş.,36067954.2,0.9618,37500472.239550844,37500472.239550844,36067954.2,2026-05-08
GATEG,GATE GROUP TEKNOLOJİ MEDYA VE SİBER GÜVENLİK HİZMETLERİ A.Ş.,8038815.69,0.7101,11320681.15758344,11320681.15758344,8038815.69,2026-05-08
GEDIK,GEDİK YATIRIM MENKUL DEĞERLER A.Ş.,270991066.86,0.1354,2001411128.9512558,2001411128.9512558,270991066.86,2026-05-08
GEDZA,GEDİZ AMBALAJ SANAYİ VE TİCARET A.Ş.,24708639.12,0.5295,46664096.543909356,46664096.543909356,24708639.12,2026-05-08
GLCVY,GELECEK VARLIK YÖNETİMİ A.Ş.,26358643.29,0.1886,139759508.43054083,139759508.43054083,26358643.29,2026-05-08
GENIL,GEN İLAÇ VE SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.,1128467708.47,0.2507,4501267285.480655,4501267285.480655,1128467708.47,2026-05-08
GENTS,GENTAŞ DEKORATİF YÜZEYLER SANAYİ VE TİCARET A.Ş.,409858607.21,0.5464,750107260.6332357,750107260.6332357,409858607.21,2026-05-08
GENKM,GENTAŞ KİMYA SANAYİ VE TİCARET PAZARLAMA A.Ş.,123801704.53,0.2032,609260356.9389764,609260356.9389764,123801704.53,2026-05-08
GEREL,GERSAN ELEKTRİK TİCARET VE SANAYİ A.Ş.,194178075.19,0.5213,372488154.9779398,372488154.9779398,194178075.19,2026-05-08
GZNMI,GEZİNOMİ SEYAHAT TURİZM TİCARET A.Ş.,40943625.57,0.6299,65000199.34910303,65000199.34910303,40943625.57,2026-05-08
GIPTA,GIPTA OFİS KIRTASİYE VE PROMOSYON ÜRÜNLERİ İMALAT SANAYİ A.Ş.,51585630.8,0.3908,132000078.81269191,132000078.81269191,51585630.8,2026-05-08
GMTAS,GİMAT MAĞAZACILIK SANAYİ VE TİCARET A.Ş.,263255393.07,0.8775,300006145.94871795,300006145.94871795,263255393.07,2026-05-08
GESAN,GİRİŞİM ELEKTRİK SANAYİ TAAHHÜT VE TİCARET A.Ş.,141689051.84,0.0308,4600293890.909091,4600293890.909091,141689051.84,2026-05-08
GLBMD,GLOBAL MENKUL DEĞERLER A.Ş.,28670380.13,0.2429,118033676.94524495,118033676.94524495,28670380.13,2026-05-08
GLYHO,GLOBAL YATIRIM HOLDİNG A.Ş.,1199627448.27,0.6151,1950296615.6234758,1950296615.6234758,1199627448.27,2026-05-08
GOODY,GOODYEAR LASTİKLERİ T.A.Ş.,67998814.52,0.2518,270050891.6600476,270050891.6600476,67998814.52,2026-05-08
GOKNR,GÖKNUR GIDA MADDELERİ ENERJİ İMALAT İTHALAT İHRACAT TİCARET VE SANAYİ A.Ş.,185066037.8,0.5287,350039791.56421417,350039791.56421417,185066037.8,2026-05-08
GOLTS,GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.,12275925.97,0.6819,18002531.118932396,18002531.118932396,12275925.97,2026-05-08
GOZDE,GÖZDE GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,117043404.58,0.0304,3850111992.763158,3850111992.763158,117043404.58,2026-05-08
GRTHO,GRAINTURK HOLDİNG A.Ş.,36240919.35,0.2899,125011794.92928597,125011794.92928597,36240919.35,2026-05-08
GSDDE,GSD DENİZCİLİK GAYRİMENKUL İNŞAAT SANAYİ VE TİCARET A.Ş.,47965825.35,0.3197,150033860.9634032,150033860.9634032,47965825.35,2026-05-08
GSDHO,GSD HOLDİNG A.Ş.,575922622.86,0.5759,1000039282.6185102,1000039282.6185102,575922622.86,2026-05-08
GUBRF,GÜBRE FABRİKALARI T.A.Ş.,70541789.24,0.2112,334004683.9015151,334004683.9015151,70541789.24,2026-05-08
GLRYH,GÜLER YATIRIM HOLDİNG A.Ş.,476530768.41,0.7942,600013558.8139008,600013558.8139008,476530768.41,2026-05-08
GLRMK,GÜLERMAK AĞIR SANAYİ İNŞAAT VE TAAHHÜT A.Ş.,102942706.09,0.3191,322603278.25133187,322603278.25133187,102942706.09,2026-05-08
GUNDG,GÜNDOĞDU GIDA SÜT ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,6044019.98,0.1549,39018850.74241446,39018850.74241446,6044019.98,2026-05-08
GRSEL,GÜR-SEL TURİZM TAŞIMACILIK VE SERVİS TİCARET A.Ş.,29638907.53,0.2905,102027220.4130809,102027220.4130809,29638907.53,2026-05-08
SAHOL,HACI ÖMER SABANCI HOLDİNG A.Ş.,1125849470.28,0.0536,21004654296.268654,21004654296.268654,1125849470.28,2026-05-08
HLGYO,HALK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,792003575.86,0.2062,3840948476.527643,3840948476.527643,792003575.86,2026-05-08
HRKET,HAREKET PROJE TAŞIMACILIĞI VE YÜK MÜHENDİSLİĞİ A.Ş.,23906920.25,0.2075,115214073.49397591,115214073.49397591,23906920.25,2026-05-08
HATEK,HATEKS HATAY TEKSTİL İŞLETMELERİ A.Ş.,44911565.75,0.7128,63007247.12401796,63007247.12401796,44911565.75,2026-05-08
HATSN,HAT-SAN GEMİ İNŞAA BAKIM ONARIM DENİZ NAKLİYAT SANAYİ VE TİCARET A.Ş.,44274561.06,0.1998,221594399.6996997,221594399.6996997,44274561.06,2026-05-08
HDFGS,HEDEF GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,889443242.74,0.7871,1130025718.1298437,1130025718.1298437,889443242.74,2026-05-08
HEDEF,HEDEF HOLDİNG A.Ş.,154908940.76,0.0794,1950994216.1209068,1950994216.1209068,154908940.76,2026-05-08
HEKTS,HEKTAŞ TİCARET T.A.Ş.,3756578533.02,0.4456,8430382704.263914,8430382704.263914,3756578533.02,2026-05-08
HKTM,HİDROPAR HAREKET KONTROL TEKNOLOJİLERİ MERKEZİ SANAYİ VE TİCARET A.Ş.,69577764.03,0.6626,105007189.9034108,105007189.9034108,69577764.03,2026-05-08
HTTBT,HİTİT BİLGİSAYAR HİZMETLERİ A.Ş.,82803210.08,0.0276,3000116307.246377,3000116307.246377,82803210.08,2026-05-08
HOROZ,HOROZ LOJİSTİK KARGO HİZMETLERİ VE TİCARET A.Ş.,21769865.9,0.2405,90519192.93139292,90519192.93139292,21769865.9,2026-05-08
HUBVC,HUB GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,236457421.49,0.8444,280030105.98057795,280030105.98057795,236457421.49000004,2026-05-08
HUNER,HUN YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,669835631.75,0.6698,1000053197.5962975,1000053197.5962975,669835631.75,2026-05-08
HURGZ,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.,110710329.93,0.0187,5920338498.930481,5920338498.930481,110710329.93,2026-05-08
ENTRA,IC ENTERRA YENİLENEBİLİR ENERJİ A.Ş.,369031015.09,0.002,184515507544.99997,184515507544.99997,369031015.09,2026-05-08
ICBCT,ICBC TURKEY BANK A.Ş.,20838667.63,0.0473,440563797.67441857,440563797.67441857,20838667.63,2026-05-08
ICBCT,ICBC TURKEY BANK A.Ş.,61424300.38,0.0714,860284319.047619,860284319.047619,61424300.38,2026-05-08
ICUGS,ICU GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,335912988.46,0.9666,347520161.8663356,347520161.8663356,335912988.46,2026-05-08
INGRM,INGRAM MİCRO BİLİŞİM SİSTEMLERİ A.Ş.,2016748.38,0.0084,240089092.85714287,240089092.85714287,2016748.38,2026-05-08
INVEO,INVEO YATIRIM HOLDİNG A.Ş.,189345813.18,0.1893,1000242013.6291602,1000242013.6291602,189345813.18,2026-05-08
INVES,INVESTCO HOLDİNG A.Ş.,37479566.19,0.1998,187585416.36636636,187585416.36636636,37479566.19,2026-05-08
ISKPL,IŞIK PLASTİK SANAYİ VE DIŞ TİCARET PAZARLAMA A.Ş.,651957521.83,0.4346,1500132355.7984354,1500132355.7984354,651957521.83,2026-05-08
IEYHO,IŞIKLAR ENERJİ VE YAPI HOLDİNG A.Ş.,191064374.61,0.3514,543723319.8918612,543723319.8918612,191064374.61,2026-05-08
IDGYO,İDEALİST GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,114754983.01,0.0765,1500065137.385621,1500065137.385621,114754983.01,2026-05-08
IHEVA,İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş.,253135791.01,0.7222,350506495.44447523,350506495.44447523,253135791.01,2026-05-08
IHLGM,İHLAS GAYRİMENKUL PROJE GELİŞTİRME VE TİCARET A.Ş.,749646225.74,0.7496,1000061667.2091782,1000061667.2091782,749646225.74,2026-05-08
IHGZT,İHLAS GAZETECİLİK A.Ş.,475360820.17,0.5942,800001380.2928308,800001380.2928308,475360820.17,2026-05-08
IHAAS,İHLAS HABER AJANSI A.Ş.,56027492.23,0.3437,163012779.25516438,163012779.25516438,56027492.23,2026-05-08
IHLAS,İHLAS HOLDİNG A.Ş.,1259727412.34,0.8398,1500032641.5098832,1500032641.5098832,1259727412.34,2026-05-08
IHYAY,İHLAS YAYIN HOLDİNG A.Ş.,332236564.81,0.7383,450002119.4771773,450002119.4771773,332236564.81,2026-05-08
IMASM,İMAŞ MAKİNA SANAYİ A.Ş.,649204510.61,0.7018,925056298.9598176,925056298.9598176,649204510.61,2026-05-08
INDES,İNDEKS BİLGİSAYAR SİSTEMLERİ MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.,459299833.53,0.6123,750122217.0994611,750122217.0994611,459299833.53,2026-05-08
INFO,İNFO YATIRIM MENKUL DEĞERLER A.Ş.,561216220.47,0.5843,960493274.8074619,960493274.8074619,561216220.47,2026-05-08
INTEK,İNNOSA TEKNOLOJİ A.Ş.,2010939.65,0.2513,8002147.433346597,8002147.433346597,2010939.65,2026-05-08
INTEM,İNTEMA İNŞAAT VE TESİSAT MALZEMELERİ YATIRIM VE PAZARLAMA A.Ş.,2459186.82,0.1265,19440212.015810274,19440212.015810274,2459186.82,2026-05-08
ISDMR,İSKENDERUN DEMİR VE ÇELİK A.Ş.,147177450.26,0.0507,2902908289.1518736,2902908289.1518736,147177450.26,2026-05-08
ISFIN,İŞ FİNANSAL KİRALAMA A.Ş.,270805737.08,0.3894,695443598.0482793,695443598.0482793,270805737.08,2026-05-08
ISGYO,İŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,373450678.37,0.3895,958795066.4184852,958795066.4184852,373450678.37,2026-05-08
ISGSY,İŞ GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,31074207.82,0.3653,85064899.5893786,85064899.5893786,31074207.82,2026-05-08
ISMEN,İŞ YATIRIM MENKUL DEĞERLER A.Ş.,438190319.6,0.2921,1500138033.550154,1500138033.550154,438190319.6,2026-05-08
ISYAT,İŞ YATIRIM ORTAKLIĞI A.Ş.,107954003.56,0.6721,160621936.55705994,160621936.55705994,107954003.55999999,2026-05-08
ISBIR,İŞBİR HOLDİNG A.Ş.,14269296.88,0.4405,32393409.4892168,32393409.4892168,14269296.88,2026-05-08
ISSEN,İŞBİR SENTETİK DOKUMA SANAYİ A.Ş.,82412323.2,0.1941,424586930.4482226,424586930.4482226,82412323.2,2026-05-08
IZINV,İZ YATIRIM HOLDİNG A.Ş.,12273521.15,0.7008,17513586.11586758,17513586.11586758,12273521.15,2026-05-08
IZENR,İZDEMİR ENERJİ ELEKTRİK ÜRETİM A.Ş.,914097179.68,0.0374,24441101060.962563,24441101060.962563,914097179.68,2026-05-08
IZMDC,İZMİR DEMİR ÇELİK SANAYİ A.Ş.,435834926.68,0.2905,1500292346.574871,1500292346.574871,435834926.68,2026-05-08
IZFAS,İZMİR FIRÇA SANAYİ VE TİCARET A.Ş.,100514344.13,0.5672,177211467.083921,177211467.083921,100514344.13,2026-05-08
JANTS,JANTSA JANT SANAYİ VE TİCARET A.Ş.,119878700.88,0.1712,700226056.5420561,700226056.5420561,119878700.88,2026-05-08
KFEIN,KAFEİN YAZILIM HİZMETLERİ TİCARET A.Ş.,147590079.58,0.7472,197524196.44004285,197524196.44004285,147590079.58,2026-05-08
KLKIM,KALEKİM KİMYEVİ MADDELER SANAYİ VE TİCARET A.Ş.,119995915.83,0.2608,460107039.2254602,460107039.2254602,119995915.83,2026-05-08
KLSER,KALESERAMİK ÇANAKKALE KALEBODUR SERAMİK SANAYİ A.Ş.,109353899.17,0.2124,514848866.1487759,514848866.1487759,109353899.17,2026-05-08
KLYPV,KALYON GÜNEŞ TEKNOLOJİLERİ ÜRETİM A.Ş.,46331432.55,0.1126,411469205.5950266,411469205.5950266,46331432.55,2026-05-08
KAPLM,KAPLAMİN AMBALAJ SANAYİ VE TİCARET A.Ş.,3418169.66,0.1709,20000992.74429491,20000992.74429491,3418169.66,2026-05-08
KRDMB,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,116871713.34,0.9782,119476296.60601105,119476296.60601105,116871713.34,2026-05-08
KRDMA,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,239367097.74,0.9961,240304284.44935247,240304284.44935247,239367097.74,2026-05-08
KRDMD,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,725514835.92,0.9298,780291284.0610884,780291284.0610884,725514835.92,2026-05-08
KAREL,KAREL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,329329702.11,0.4086,805995355.1395007,805995355.1395007,329329702.11,2026-05-08
KARSN,KARSAN OTOMOTİV SANAYİİ VE TİCARET A.Ş.,354852623.13,0.3942,900184229.1476408,900184229.1476408,354852623.13,2026-05-08
KRTEK,KARSU TEKSTİL SANAYİİ VE TİCARET A.Ş.,17519700.13,0.4991,35102584.912843116,35102584.912843116,17519700.13,2026-05-08
KARTN,KARTONSAN KARTON SANAYİ VE TİCARET A.Ş.,17011413.31,0.2268,75006231.52557318,75006231.52557318,17011413.31,2026-05-08
KTLEV,KATILIMEVİM TASARRUF FİNANSMAN A.Ş.,414170647.26,0.002,207085323630.0,207085323630.0,414170647.26,2026-05-08
KATMR,KATMERCİLER ARAÇ ÜSTÜ EKİPMAN SANAYİ VE TİCARET A.Ş.,1717826216.63,0.7977,2153474008.562116,2153474008.562116,1717826216.6299999,2026-05-08
KAYSE,KAYSERİ ŞEKER FABRİKASI A.Ş.,828543636.74,0.2761,3000882422.0934443,3000882422.0934443,828543636.74,2026-05-08
KENT,KENT GIDA MADDELERİ SANAYİİ VE TİCARET A.Ş.,1781641.29,0.0053,336158733.9622642,336158733.9622642,1781641.2900000003,2026-05-08
KRVGD,KERVAN GIDA SANAYİ VE TİCARET A.Ş.,595837299.56,0.2758,2160396300.072516,2160396300.072516,595837299.5599998,2026-05-08
KERVN,KERVANSARAY YATIRIM HOLDİNG A.Ş.,218018724.49,0.3704,588603467.8455724,588603467.8455724,218018724.49,2026-05-08
TCKRC,KIRAÇ GALVANİZ TELEKOMİNİKASYON METAL MAKİNE İNŞAAT ELEKTRİK SANAYİ VE TİCARET A.Ş.,54880797.91,0.3228,170014863.41387856,170014863.41387856,54880797.91,2026-05-08
KZBGY,KIZILBÜK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,1391430192.54,0.3478,4000661853.191489,4000661853.191489,1391430192.54,2026-05-08
KLGYO,KİLER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,643071026.25,0.4609,1395250653.6124973,1395250653.6124973,643071026.25,2026-05-08
KLRHO,KİLER HOLDİNG A.Ş.,341245275.68,0.2099,1625751670.7003336,1625751670.7003336,341245275.68,2026-05-08
KMPUR,KİMTEKS POLİÜRETAN SANAYİ VE TİCARET A.Ş.,128622804.84,0.2645,486286596.74858224,486286596.74858224,128622804.84,2026-05-08
KLMSN,KLİMASAN KLİMA SANAYİ VE TİCARET A.Ş.,25102168.79,0.3169,79211640.23351215,79211640.23351215,25102168.790000003,2026-05-08
KCAER,KOCAER ÇELİK SANAYİ VE TİCARET A.Ş.,493925941.38,0.2579,1915183952.6172934,1915183952.6172934,493925941.38,2026-05-08
KCHOL,KOÇ HOLDİNG A.Ş.,669022367.46,0.2638,2536096919.8635335,2536096919.8635335,669022367.46,2026-05-08
KOCMT,KOÇ METALURJİ A.Ş.,587193676.66,0.2348,2500824858.006814,2500824858.006814,587193676.66,2026-05-08
KLSYN,KOLEKSİYON MOBİLYA SANAYİ A.Ş.,107800039.24,0.2498,431545393.2746197,431545393.2746197,107800039.24,2026-05-08
KNFRT,KONFRUT TARIM A.Ş.,59019082.61,0.2235,264067483.71364653,264067483.71364653,59019082.61,2026-05-08
KONTR,KONTROLMATİK TEKNOLOJİ ENERJİ VE MÜHENDİSLİK A.Ş.,1144398774.51,0.8803,1300009967.6360333,1300009967.6360333,1144398774.51,2026-05-08
KONYA,KONYA ÇİMENTO SANAYİİ A.Ş.,777347.2,0.1595,4873650.156739811,4873650.156739811,777347.2,2026-05-08
KONKA,KONYA KAĞIT SANAYİ VE TİCARET A.Ş.,74357307.98,0.1906,390122287.4081847,390122287.4081847,74357307.98,2026-05-08
KGYO,KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,218498209.78,0.2184,1000449678.4798534,1000449678.4798534,218498209.78,2026-05-08
